Vendor Name,Cleaned Name,Embedding
Apple Inc.,apple,"[-0.006138459779322147, 0.031011762097477913, 0.06479357182979584, 0.010941454209387302, 0.00526715163141489, -0.04747646674513817, 0.08120306581258774, 0.028980957344174385, 0.06676202267408371, 0.030300434678792953, 0.05746498331427574, -0.008623522706329823, 0.0013227735180407763, 0.00039919355185702443, -0.018843049183487892, -0.025793757289648056, -0.013042086735367775, -0.05262492224574089, -0.058292508125305176, -0.025899292901158333, -0.0333736352622509, 0.02456783503293991, -0.0052266414277255535, 0.023005910217761993, 0.03286075219511986, 0.07502179592847824, 0.005801759194582701, -0.014958586543798447, -0.02875296026468277, -0.11855187267065048, -0.03932175785303116, -0.05138755217194557, 0.07661823183298111, 0.048403747379779816, -0.030256405472755432, -0.09143415093421936, 0.0511821024119854, -0.00964962039142847, -0.02151080034673214, -0.07177412509918213, -0.06322428584098816, -0.017668895423412323, 0.02808147855103016, 0.09004713594913483, 0.019418012350797653, 0.005454502534121275, 0.04830179736018181, 0.008490853942930698, 0.027750596404075623, 0.09656058251857758, 0.026302732527256012, -0.030533352866768837, -0.06881565600633621, -0.006034150719642639, -0.005675028543919325, 0.007891491986811161, -0.012150092050433159, 0.03051081858575344, 0.08959105610847473, 0.05567784234881401, 0.024089118465781212, -0.10735423862934113, -0.03346005454659462, 0.0451374351978302, 0.03047231398522854, -0.013143559917807579, -0.047477494925260544, -0.01830243319272995, -0.057338278740644455, -0.0668075680732727, 0.03154156729578972, -0.01902923732995987, 0.051330700516700745, 0.05286180600523949, 0.020830662921071053, 0.010577886365354061, 0.07542317360639572, -0.05764572694897652, -0.004973276983946562, -0.02093099057674408, -0.02756127156317234, 0.014515970833599567, -0.10756810009479523, 0.044835787266492844, 0.022910049185156822, -0.026643339544534683, -0.04839084669947624, 0.020416053012013435, -0.0673844963312149, 0.012496313080191612, -0.06567908823490143, 0.04350932314991951, 0.04621058702468872, -0.03236916661262512, -0.03542408347129822, 0.016219960525631905, 0.0011815113248303533, -0.07763813436031342, -0.09475522488355637, 0.22383072972297668, 0.012382691726088524, 0.046459976583719254, 0.01321038231253624, 0.024924708530306816, 0.06359735876321793, -0.065884068608284, -0.07702981680631638, 0.01521552074700594, 0.025661028921604156, 0.09942322224378586, 0.046577971428632736, -0.07909020036458969, -0.11972088366746902, 0.02012265846133232, 0.028020044788718224, -0.04300808534026146, -0.02594834379851818, 0.07571067661046982, 0.05857233330607414, -0.022521885111927986, -0.03293313458561897, 0.05913546681404114, -0.009753797203302383, -0.03623000532388687, -0.10333386063575745, -0.018459858372807503, -0.03201917186379433, -4.27504299785828e-33, 0.002992528025060892, -0.019289012998342514, 0.042234793305397034, -0.02313084341585636, -0.046558231115341187, -0.042730458080768585, 0.007217050530016422, 0.06616470962762833, -0.005430306773632765, 0.03618105500936508, -0.037112291902303696, -0.029162270948290825, -0.08025960624217987, -0.005587732419371605, 0.1608612984418869, -0.024541720747947693, -0.013714058324694633, 0.007908246479928493, -0.05152321979403496, 0.002702438971027732, -0.0020033412147313356, -0.013435415923595428, -0.0002102833823300898, 0.029283367097377777, -0.05776260048151016, -0.0565803125500679, 0.024577859789133072, -0.06478139013051987, 0.07405763864517212, -0.0006418892298825085, -0.00014512581401504576, 0.014452964067459106, 0.013506364077329636, -0.1173020750284195, -0.04585757851600647, -0.033933330327272415, 0.007175996899604797, -0.05150111764669418, 0.06256616115570068, 0.031596601009368896, -0.09707736223936081, -0.0019338966812938452, 0.03807387873530388, 0.008525712415575981, 0.08889903128147125, 0.02682618796825409, 0.00419647479429841, 0.06285064667463303, -0.03896642103791237, 0.03450336679816246, -0.09546058624982834, -0.013940740376710892, 0.05426909402012825, 0.008143487386405468, -0.038086049258708954, -0.012587998993694782, 0.04038693383336067, 0.00522135803475976, 0.006714256945997477, 0.044049546122550964, 0.003425834933295846, 0.0934835895895958, 0.015320605598390102, 0.060689497739076614, -0.04643388092517853, 0.07906976342201233, 0.060614507645368576, -0.039429232478141785, -0.0677470937371254, 0.06697545945644379, -0.05918411538004875, 0.0031890736427158117, 0.04876665398478508, -0.024690546095371246, -0.06339322775602341, -0.001139492029324174, -0.04027831554412842, 0.008963127620518208, -0.08834689110517502, -0.021098831668496132, -0.046534545719623566, 0.0035633076913654804, -0.0011567272013053298, 0.11065347492694855, -0.02209516428411007, 0.06571541726589203, -0.05765039846301079, -0.040351107716560364, 0.02672971971333027, 0.06316317617893219, -0.08540941774845123, 0.01353785302489996, 0.011229254305362701, -0.003299349220469594, -0.07634259015321732, 2.899980379322085e-33, -0.04051411896944046, -0.10674352198839188, -0.01290675438940525, 0.01624077372252941, 0.032387442886829376, -0.04253116250038147, -0.020737621933221817, 0.023779621347784996, -0.10962130129337311, 0.011426015757024288, -0.027051640674471855, -0.0077063171193003654, 0.07269693911075592, -0.024618661031126976, -0.02133231982588768, 0.04920098930597305, 0.012453593313694, -0.03818964958190918, 0.03347841650247574, -0.0007349945954047143, -0.02031775750219822, -0.013849779963493347, 0.04914960637688637, 0.0020411971490830183, -0.012696750462055206, -0.02586030773818493, 0.04819203168153763, 0.03960051015019417, -0.001863870769739151, 0.0030978554859757423, 0.034606531262397766, -0.049467820674180984, 0.004757349845021963, 0.039561040699481964, 0.06647269427776337, 0.09454940259456635, -0.04238501563668251, -0.026684843003749847, 0.020867200568318367, -0.040409814566373825, 0.08405698835849762, 0.04791225120425224, 0.025042833760380745, 0.12617112696170807, 0.02072729729115963, 0.019900040701031685, -0.0668114572763443, 0.09054774791002274, 0.07206439226865768, -0.014975577592849731, -0.0276096910238266, -0.01699630357325077, -0.018498463556170464, -0.0480833537876606, -0.07541464269161224, -0.006052674259990454, 0.008147086948156357, 0.013475053943693638, 0.018410872668027878, -0.015439980663359165, 0.02258235774934292, -0.02780194580554962, 0.05056698992848396, -0.04146412014961243, -0.07919692993164062, -0.02390591986477375, 0.0423179566860199, 0.041863735765218735, -0.0652034729719162, 0.05780331417918205, 0.11574655771255493, 0.013864566572010517, 0.018818801268935204, -0.021013500168919563, -0.059186454862356186, 0.04651479050517082, -0.004226036835461855, 0.027493327856063843, -0.059842806309461594, -0.04679336026310921, 0.10217058658599854, 0.11735996603965759, 0.005671413149684668, 0.0858062207698822, 0.03932669758796692, 0.025606481358408928, 0.034741465002298355, 0.0009487380739301443, -0.015767959877848625, 0.034662920981645584, -0.02887934073805809, 0.010107963345944881, -0.036053672432899475, -0.009048777632415295, -0.1276722550392151, -1.156977003091697e-08, 0.01848558709025383, -0.03612331673502922, 0.07213417440652847, -0.025724228471517563, 0.03057108074426651, 0.05123457685112953, 0.03961138054728508, 0.006042913068085909, 0.08708356320858002, 0.0015146908117458224, -0.027944320812821388, -0.04507923871278763, -0.06978903710842133, 0.061144109815359116, 0.03472835198044777, 0.018688449636101723, -0.00533663434907794, 0.070593923330307, 0.019860655069351196, -0.025642361491918564, -0.06873639672994614, 0.05116907134652138, 0.01807667501270771, -0.03456437960267067, -0.0026288365479558706, -0.026491153985261917, 0.04308845102787018, 0.02806798554956913, 0.05972671136260033, 0.038345612585544586, -0.03220977261662483, 0.01461951993405819, -0.0385751873254776, -0.017135223373770714, -0.05137147009372711, -0.0915951132774353, -0.04281207546591759, 0.02743128500878811, -0.006356194149702787, -0.03085917793214321, -0.03628179430961609, -0.03640010207891464, 0.009551054798066616, -0.06056157127022743, -0.06513284146785736, -0.08945117145776749, -0.007628459949046373, -0.041860222816467285, -0.009505425579845905, 0.10159159451723099, 0.007951212115585804, -0.010135399177670479, 0.07824977487325668, 0.03915439173579216, 0.013608054257929325, -0.019269300624728203, 0.0213735643774271, -0.09989622235298157, -0.06728214770555496, 0.07655039429664612, 0.1602453589439392, -0.04818979278206825, 0.07352010905742645, 0.08953864127397537]"
Microsoft Corporation,microsoft,"[-0.04431741684675217, -0.010996506549417973, -0.04252798110246658, -0.01794515922665596, 0.02097284607589245, -0.03997496888041496, 0.06847912073135376, 0.011872349306941032, 0.03014339879155159, 0.04270240291953087, -0.05908898264169693, 0.05988739803433418, 0.01776232197880745, 0.019204439595341682, -0.033726178109645844, 0.05660451948642731, -0.0451025553047657, -0.07771625369787216, -0.05600034445524216, -0.031548041850328445, -0.07824026793241501, -0.02748560905456543, -0.1093975305557251, 0.0004710305656772107, 0.08162152022123337, 0.027869809418916702, -0.03873266279697418, 0.0037809358909726143, 0.02175511233508587, -0.10946311056613922, -0.065975621342659, -0.03364274278283119, 0.11165816336870193, 0.04858839511871338, -0.02384359948337078, -0.04181428626179695, 0.04813644662499428, -0.02454158291220665, -0.04253101721405983, -0.066719651222229, -0.030138084664940834, -0.008465276099741459, -0.02374229021370411, 0.02856435813009739, 0.07519251853227615, 0.005471281707286835, -0.0027926189359277487, 0.017033293843269348, -0.05944383889436722, 0.1178070604801178, -0.07913338392972946, -0.12420010566711426, -0.03403759002685547, -0.04994349181652069, -0.006112591363489628, -0.020101338624954224, 0.03580838814377785, 0.032034628093242645, -0.0056673623621463776, -0.04815050587058067, 0.04692745953798294, -0.07087231427431107, -0.07156720757484436, 0.079160675406456, 0.07010358572006226, 0.0633656233549118, -0.03886457532644272, -0.008027876727283001, -0.04182333126664162, -0.14335565268993378, -0.11264843493700027, -0.04794022813439369, -0.004968374501913786, 0.0925021544098854, 0.012761576101183891, -0.007154153194278479, 0.03957777097821236, 0.014609074220061302, 0.04060451686382294, -0.010775676928460598, 0.04617335647344589, 0.013318913988769054, -0.09960365295410156, 0.06078915297985077, 0.024439744651317596, -0.014288755133748055, -0.01275036670267582, 0.016752824187278748, 0.02935040555894375, -0.02034364454448223, -0.04569254815578461, -0.013141047209501266, 0.07506032288074493, 0.05327799543738365, -0.019949741661548615, -0.02686145156621933, 0.047122772783041, -0.115358866751194, 0.0031109468545764685, 0.19133886694908142, -0.031248869374394417, 0.027488630264997482, 0.016896259039640427, -0.027436625212430954, -0.00972262118011713, -0.08042459934949875, 0.05467735603451729, 0.04703691974282265, 0.04299337416887283, -0.01558691542595625, -0.056429244577884674, -0.022154055535793304, -0.08355820924043655, -0.08296439051628113, 0.009937231428921223, -0.047797370702028275, -0.04424082115292549, 0.05218224599957466, 0.05178143456578255, -0.013882908038794994, -0.037442754954099655, -0.004555107560008764, -0.05589555203914642, -0.0473400242626667, -0.026555553078651428, -0.02202022261917591, -0.05319860577583313, -4.185850159937731e-33, 0.02715763822197914, 0.019260477274656296, 0.006638659629970789, 0.0260640736669302, 0.056913264095783234, -0.018709735944867134, 0.020791925489902496, -0.009476672857999802, -0.03620592877268791, 0.01511123962700367, -0.02767101302742958, 0.04952772706747055, -0.0408625565469265, -0.01646982505917549, 0.16368737816810608, -0.016481077298521996, 0.08353903889656067, 0.10132835060358047, -0.014411787502467632, -0.008827070705592632, -0.012543531134724617, 0.027884047478437424, 0.009191668592393398, -0.02397005259990692, -0.004085971042513847, 0.003911761566996574, -0.005024648271501064, 0.03358452394604683, 0.12106812745332718, 0.014685578644275665, -0.006020477507263422, -0.018886039033532143, -0.06879284232854843, -0.04318235442042351, 0.017296399921178818, -0.017127471044659615, -0.05711926892399788, -0.05768725275993347, 0.09763706475496292, 0.062435079365968704, -0.0830143466591835, 0.008197384886443615, 0.0943191722035408, -0.03351474553346634, 0.06792689114809036, 0.014962827786803246, 0.0030450804624706507, 0.02544819936156273, 0.026179378852248192, 0.0310959592461586, -0.03143632039427757, 0.033514801412820816, -0.03420421481132507, 0.049231935292482376, -0.011625916697084904, -0.024887198582291603, 0.032259244471788406, 0.01320207491517067, 0.028197860345244408, 0.050570279359817505, 0.024344589561223984, 0.03589092195034027, -0.023944944143295288, 0.028612345457077026, -0.04115615412592888, -0.05956589803099632, 0.08581013232469559, -0.04489092901349068, 0.006477685645222664, -0.001321760006248951, -0.036625009030103683, -0.034746866673231125, 0.0567614808678627, -0.005797403398901224, -0.08057372272014618, 0.02522094175219536, -0.035607676953077316, 0.02702346257865429, -0.06159432604908943, -0.005790462717413902, -0.109466053545475, 0.018540292978286743, -0.016433143988251686, -0.02823028340935707, -0.023031465709209442, 0.04114653915166855, -0.032114945352077484, -0.052190087735652924, 0.03753280267119408, 0.04875816032290459, -0.12572205066680908, -0.02301068790256977, -0.019936149939894676, 0.08383733779191971, -0.01671946980059147, 3.2301750894291346e-33, -0.06786537170410156, -0.09456191956996918, -0.04262940213084221, 0.06925342977046967, -0.031303565949201584, 0.007090095896273851, 0.021549463272094727, -0.012657656334340572, -0.03500053659081459, 0.03304242715239525, 0.0517815463244915, -0.01695353165268898, 0.08478686213493347, 0.0910099595785141, 0.007851638831198215, 0.020980900153517723, 0.08702100068330765, -0.046200066804885864, 0.01972772553563118, 0.0024331151507794857, -0.019814152270555496, -0.04621957242488861, -0.05093550682067871, 0.03153457120060921, 0.02553456276655197, 0.03460029140114784, -0.03552524000406265, -0.050869908183813095, 0.00424945680424571, 0.01889401115477085, 0.0003985959629062563, -0.01608065329492092, -0.048591990023851395, 0.03947603702545166, 0.04411115124821663, 0.04886540770530701, 0.04726802185177803, -0.08361401408910751, 0.027892816811800003, 0.016042185947299004, 0.07328115403652191, -0.04524601995944977, 0.0067000254057347775, 0.0797809511423111, 0.015851382166147232, 0.021648218855261803, -0.018257934600114822, -0.012470931746065617, 0.017839519307017326, 0.005869304295629263, -0.01047287043184042, 0.007348384242504835, 0.0174489114433527, -0.09191852062940598, -0.04858016595244408, -0.0031686858274042606, -0.031120453029870987, 0.03032386116683483, 0.010671401396393776, -0.008138256147503853, -0.03244496136903763, 0.006331542041152716, -0.0013878042809665203, 0.012022336944937706, -0.07938423752784729, 0.14073605835437775, 0.10615473240613937, 0.041144829243421555, -0.1088966503739357, 0.00742460647597909, 0.05882096663117409, 0.04233136773109436, -0.04375089704990387, -0.03690982609987259, -0.08771678060293198, -0.011355341412127018, -0.031747374683618546, -0.005201114807277918, -0.055023252964019775, 0.006963017396628857, 0.06585454195737839, -0.016236841678619385, 0.05190715193748474, 0.06721033155918121, -0.07235293835401535, 0.0033549731597304344, 0.07543301582336426, -0.05058416724205017, -0.10658598691225052, -0.047149110585451126, -0.04316643252968788, 0.009419966489076614, 0.050017643719911575, 0.0497891902923584, 0.014405516907572746, -1.1784874409670465e-08, -0.038938961923122406, -0.04596024379134178, 0.021472444757819176, -0.04010923579335213, 0.00796024315059185, 0.0016877730377018452, -0.0026090191677212715, 0.08875641971826553, 0.008258859626948833, 0.02356816828250885, 0.004221065901219845, -0.14132504165172577, -0.03439398854970932, 0.03985164687037468, 0.055740777403116226, 0.026610098779201508, -0.0517478808760643, 0.021787354722619057, 0.019626419991254807, -0.029191402718424797, 0.07405409961938858, 0.08207465708255768, 0.08323028683662415, 0.0067700655199587345, 0.04639413580298424, -0.016344131901860237, 0.06536394357681274, 0.0680113434791565, 0.041652534157037735, 0.03070695325732231, 0.02174438163638115, 0.06840455532073975, 0.007304484024643898, 0.03130088374018669, -0.0606268011033535, 0.00046754523646086454, 0.05039992555975914, 0.09199260920286179, 0.021803051233291626, -0.011624621227383614, -0.016221055760979652, 0.04302117973566055, -0.03830060735344887, -0.006452045403420925, 0.04026211053133011, -0.016594333574175835, -0.018876999616622925, -0.06915377080440521, 0.0035595931112766266, -0.04303985834121704, -0.032461244612932205, 0.04369448497891426, 0.10256253927946091, 0.11316947638988495, 0.006204591598361731, -0.014116979204118252, 0.027612080797553062, -0.05555088818073273, -0.007487203925848007, 0.12295892834663391, 0.05063202232122421, -0.019837208092212677, 0.055893424898386, 0.017614416778087616]"
Google LLC,google,"[-0.04219747707247734, -0.01370254997164011, -0.003412428079172969, 0.011719469912350178, -0.04067034274339676, -0.01990996114909649, 0.01773691177368164, 0.0663161426782608, -0.051225852221250534, 0.02412046305835247, 0.08614032715559006, 0.029573189094662666, 0.01897786557674408, -0.009677889756858349, -0.07447469979524612, 0.021389473229646683, 0.0647209957242012, 0.07438530772924423, -0.017650436609983444, -0.0960671529173851, -0.021926455199718475, -0.02241625264286995, 0.05858085677027702, -0.014493521302938461, 0.0459064319729805, 0.013174233958125114, -0.02549445442855358, -0.059929780662059784, 0.0835367813706398, -0.07292844355106354, -0.0709577277302742, -0.0032572008203715086, 0.05034075677394867, 0.03845112770795822, -0.02526104636490345, -0.0094556650146842, -0.026043694466352463, 0.06550080329179764, 0.0018295522313565016, -0.025111684575676918, -0.02317202091217041, -0.08015435934066772, 0.006630423944443464, -0.033969733864068985, 0.052134327590465546, 0.06933999806642532, -0.03668401390314102, -0.02952646091580391, 0.023878270760178566, 0.03680287301540375, -0.0819343850016594, -0.029914982616901398, -0.06321044266223907, -0.07166291773319244, -0.005898307543247938, -0.03830564022064209, -0.029186727479100227, 0.016699017956852913, 0.03387768939137459, -0.01409414317458868, 0.08110447973012924, 0.007569755893200636, -0.12652666866779327, 0.07793483883142471, 0.053550753742456436, 0.06866884231567383, 0.0499473437666893, 0.024211013689637184, -0.020888129249215126, -0.13142448663711548, 0.018912147730588913, 0.013729184865951538, -0.05354145169258118, 0.06316190212965012, 0.051960837095975876, -0.027964936569333076, 0.01146264560520649, 0.0009344842401333153, 0.016399139538407326, -0.0576859787106514, -0.06464813649654388, -0.0317874513566494, 0.009055725298821926, 0.07040853053331375, 0.012608683668076992, -0.11094047874212265, 0.017839618027210236, -0.0009905039332807064, 0.05862550809979439, -0.01892215386033058, -0.041843194514513016, -0.03577804192900658, 0.04508780315518379, 0.0018817067611962557, -0.04770922288298607, 0.07152586430311203, -0.025024838745594025, -0.0904107391834259, 0.02818455919623375, 0.22370611131191254, -0.011566821485757828, 0.0161861851811409, 0.03467470034956932, 0.0038043225649744272, -0.06339197605848312, 0.03072977438569069, -0.06835804134607315, 0.07666173577308655, 0.0517372265458107, -0.021726051345467567, -0.08271089941263199, 0.02173537388443947, -0.041227616369724274, -0.0579582117497921, 0.009695290587842464, -0.0545339360833168, -0.01658996380865574, 0.02414831891655922, 0.057981543242931366, 0.002729707630351186, -0.04096292331814766, -0.01857706345617771, -0.005411163438111544, -0.025476668030023575, -0.09705599397420883, -0.04693958908319473, -0.09314685314893723, -5.636412392904342e-33, 0.11943302303552628, -0.03262973576784134, 0.04455811530351639, -0.013425534591078758, -0.045590270310640335, -0.0037611080333590508, -0.0077430312521755695, -0.03299762308597565, -0.012685232795774937, -0.01883605308830738, -0.023580381646752357, 0.08262300491333008, -0.03776043280959129, 0.0016929007833823562, 0.1703348457813263, 0.021116269752383232, -0.0004839872126467526, 0.0769781768321991, 0.018746469169855118, -0.03595485910773277, -0.008467755280435085, 0.02153068594634533, 0.031316328793764114, -0.037843212485313416, 0.055804621428251266, -0.011343251913785934, -0.012896837666630745, -0.06672675162553787, 0.008387135341763496, 0.04598400369286537, -0.005615528207272291, -0.0010362379252910614, -0.03657291829586029, -0.0038853618316352367, 0.000667432090267539, -0.008263206109404564, -0.0870228037238121, -0.044194526970386505, 0.007226474583148956, 0.010442476719617844, 0.0017837586347013712, 0.00271931872703135, -0.009554998949170113, 0.05499725043773651, -0.04088979214429855, 0.02149161882698536, -0.05635382607579231, -0.010879989713430405, 0.08948235958814621, -0.002549290657043457, 0.04084007069468498, 0.0767143964767456, -0.07279878109693527, -0.008410833775997162, 0.005517350044101477, 0.07889053970575333, 0.0034279043320566416, 0.011746653355658054, 0.012144933454692364, 0.00976818148046732, 0.05290735512971878, 0.14159327745437622, -0.06164883077144623, 0.02278619073331356, -0.036163076758384705, -0.03791841119527817, -0.03711617365479469, -0.01071345154196024, 0.05688987299799919, 0.003814259311184287, -0.034697793424129486, -0.03344321250915527, 0.11119432002305984, 0.016972146928310394, -0.055263590067625046, -0.004486604128032923, -0.013173297978937626, -0.010580310598015785, -0.12223390489816666, -0.008545364253222942, 0.011316870339214802, -0.04474520683288574, 0.03493808954954147, 0.061981573700904846, -0.028119364753365517, -0.061152588576078415, 0.0015714026521891356, -0.03331524878740311, 0.038450274616479874, 0.03406873345375061, -0.1433715969324112, 0.04495178163051605, -0.07891761511564255, 0.05084679275751114, -0.03548284247517586, 4.261792972472605e-33, -0.10259133577346802, -0.10946286469697952, 0.025839777663350105, 0.12359180301427841, 0.042368512600660324, 0.0005464413552545011, 0.020931582897901535, -0.007683674339205027, 0.02323843166232109, 0.0845400020480156, -0.019617296755313873, 0.005237474571913481, 0.04459800198674202, 0.03211910277605057, -0.08956419676542282, 0.01569560542702675, 0.02782788872718811, -0.057246722280979156, -0.069113589823246, 0.03906118497252464, -0.05191681534051895, 0.025434350594878197, -0.06014217808842659, 0.004767740145325661, -0.005279776640236378, 0.01848466508090496, 0.040300313383340836, -0.0412839874625206, -0.055429380387067795, 0.030686333775520325, 0.049523789435625076, -0.03633001446723938, -0.07519688457250595, 0.07377216964960098, -0.04346654191613197, 0.051900457590818405, 0.017027664929628372, 0.08377139270305634, -0.0003965183859691024, -0.08562317490577698, 0.012701066210865974, 0.012371879070997238, 0.014255138114094734, -0.009156920947134495, -0.025716032832860947, 0.017870336771011353, -0.06426628679037094, 0.10796225070953369, 0.03576985001564026, -0.020580442622303963, 0.0657978430390358, 0.06524970382452011, 0.027780605480074883, -0.08738183230161667, 0.04894855245947838, -0.03643372282385826, -0.002978177275508642, -0.00462585361674428, -0.0024472104851156473, 0.023724406957626343, -0.02620348148047924, 0.02088555134832859, -0.09262014925479889, 0.08067770302295685, -0.0693194791674614, 0.018719114363193512, -0.0077044302597641945, -0.00486571853980422, 0.0033643837086856365, -0.006041258107870817, 0.1077846884727478, -0.0010546285193413496, 0.048187945038080215, 0.02250516042113304, -0.03326690196990967, 0.044930342584848404, -0.0074906558729708195, 0.09588909149169922, -0.04097161814570427, -0.08165360242128372, 0.056056782603263855, -0.048762209713459015, 0.021946236491203308, 0.07032694667577744, 0.015639353543519974, -0.013302807696163654, 0.007210277486592531, 0.05583059787750244, 0.012963763438165188, -0.060702987015247345, -0.05509498342871666, -0.026664219796657562, -0.14030583202838898, 0.03941717743873596, -0.042883582413196564, -1.3802891274394824e-08, 0.015379010699689388, -0.009989251382648945, 0.07121006399393082, 0.013688292354345322, 0.06269212812185287, -0.017639467492699623, 0.028455771505832672, 0.04357123002409935, -0.03477637097239494, -0.0050389692187309265, -0.03636257350444794, -0.015707725659012794, -0.021315794438123703, 0.07212819159030914, 0.021396223455667496, -0.041578084230422974, 0.0013054459122940898, -0.03288043290376663, 0.006553931627422571, 0.012261622585356236, -0.03683331608772278, 0.06471187621355057, 0.028297116979956627, 0.008610263466835022, 0.02851506508886814, -0.015861015766859055, 0.03472210839390755, 0.04121794179081917, 0.002895410405471921, -0.034229982644319534, -0.015420686453580856, 0.07473639398813248, -0.03125263378024101, -0.10910972207784653, 0.13317833840847015, 0.02440100908279419, -0.005268007982522249, -0.05519106239080429, -0.028879083693027496, 0.0048949504271149635, 0.05351213365793228, 0.06756740063428879, 0.10827583074569702, -0.005441681016236544, 0.03595636785030365, 0.007801502011716366, 0.08614471554756165, -0.05490890517830849, 0.0253581739962101, 0.06369085609912872, -0.03191942721605301, -0.046068739145994186, -0.018427317962050438, 0.008501781150698662, 0.02768353559076786, -0.04821113497018814, -0.0013196154031902552, -0.03245949372649193, -0.0180350374430418, 0.05517038330435753, 0.06840814650058746, 0.06378695368766785, 0.0364232175052166, 0.04592951387166977]"
